County	Contest	Candidate	CountyVotes	CountyPercent	StateVotes	StatePercent 
Shawnee	United States House of Representatives 002	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	United States House of Representatives 002	D-Britani Potter	28792	39	94561	33 
Shawnee	United States House of Representatives 002	L-James Houston Bales	4091	6	18700	6 
Shawnee	United States House of Representatives 002	R-Lynn Jenkins	41834	56	177851	61 
Shawnee	Kansas Senate 018	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas Senate 018	D-Laura Kelly	13505	56	14740	52 
Shawnee	Kansas Senate 018	R-Dave Jackson	10795	44	13842	48 
Shawnee	Kansas Senate 019	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas Senate 019	D-Anthony Hensley	10608	63	15847	57 
Shawnee	Kansas Senate 019	R-Zach Haney	6372	38	11847	43 
Shawnee	Kansas Senate 020	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas Senate 020	D-Candace Ayars	11316	35	11576	35 
Shawnee	Kansas Senate 020	R-Vicki L. Schmidt	21268	65	21922	65 
Shawnee	Kansas House of Representatives 047	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas House of Representatives 047	D-Michael D. Caddell	664	38	3122	32 
Shawnee	Kansas House of Representatives 047	R-Ronald B. Ellis	1076	62	6789	69 
Shawnee	Kansas House of Representatives 050	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas House of Representatives 050	D-Chris Huntsman	3564	31	3564	31 
Shawnee	Kansas House of Representatives 050	R-Fred C. Patton	7778	69	7778	69 
Shawnee	Kansas House of Representatives 051	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas House of Representatives 051	D-Adrienne Olejnik	525	64	5255	48 
Shawnee	Kansas House of Representatives 051	R-Ron Highland	293	36	5721	52 
Shawnee	Kansas House of Representatives 053	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas House of Representatives 053	D-Jim Gartner	5898	58	5898	58 
Shawnee	Kansas House of Representatives 053	R-Richard Kress	4364	43	4364	43 
Shawnee	Kansas House of Representatives 054	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas House of Representatives 054	D-Renae Hansen	3478	49	5024	46 
Shawnee	Kansas House of Representatives 054	R-Ken Corbet	3676	51	5825	54 
Shawnee	Kansas House of Representatives 056	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Kansas House of Representatives 056	D-Virgil Weigel	5059	52	5059	52 
Shawnee	Kansas House of Representatives 056	R-Lane Hemsley	4689	48	4689	48 
Shawnee	Member, State Board of Education 004	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Member, State Board of Education 004	D-Ann E. Mah	42822	58	72167	58 
Shawnee	Member, State Board of Education 004	R-Sue E. Mollenkamp	30738	42	51336	42 
Shawnee	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Supreme Court Justice- 01	Carol A. Beier -  YES	45963	64	603487	56 
Shawnee	Supreme Court Justice- 01	Carol A. Beier - NO	26381	37	471746	44 
Shawnee	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Supreme Court Justice- 02	Dan Biles -  YES	44791	63	593419	56 
Shawnee	Supreme Court Justice- 02	Dan Biles - NO	26906	38	475709	45 
Shawnee	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Supreme Court Justice- 03	Lawton R. Nuss -  YES	44979	63	589756	55 
Shawnee	Supreme Court Justice- 03	Lawton R. Nuss - NO	26756	37	477811	45 
Shawnee	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Supreme Court Justice- 05	Marla Luckert -  YES	45731	64	596888	56 
Shawnee	Supreme Court Justice- 05	Marla Luckert - NO	25930	36	469735	44 
Shawnee	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Supreme Court Justice- 07	Caleb Stegall -  YES	50584	70	755545	71 
Shawnee	Supreme Court Justice- 07	Caleb Stegall - NO	21547	30	310988	29 
Shawnee	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Court of Appeals Judge- 02	Steve Leben -  YES	44709	65	617131	60 
Shawnee	Court of Appeals Judge- 02	Steve Leben - NO	24184	35	416193	40 
Shawnee	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	44041	64	611319	59 
Shawnee	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	24299	36	418095	41 
Shawnee	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Court of Appeals Judge- 06	David E. Bruns -  YES	51824	75	741207	72 
Shawnee	Court of Appeals Judge- 06	David E. Bruns - NO	17099	25	289276	28 
Shawnee	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	43799	64	609239	59 
Shawnee	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	24519	36	418119	41 
Shawnee	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	44351	65	619984	60 
Shawnee	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	23927	35	407733	40 
Shawnee	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	52696	76	747292	73 
Shawnee	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	16336	24	281959	27 
Shawnee	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Shawnee	Constitutional Amendment	Constitutional Amendment -  YES	55053	79	914850	81 
Shawnee	Constitutional Amendment	Constitutional Amendment - NO	14946	21	210123	19 
Sheridan	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	President / Vice President	i-Jill Stein	12	1	22698	2 
Sheridan	President / Vice President	D-Hillary Rodham Clinton	126	9	414788	36 
Sheridan	President / Vice President	L-Gary Johnson	38	3	53648	5 
Sheridan	President / Vice President	R-Donald J. Trump	1186	87	656009	57 
Sheridan	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	United States Senate	D-Patrick Wiesner	118	9	368672	32 
Sheridan	United States Senate	L-Robert D. Garrard	36	3	63428	6 
Sheridan	United States Senate	R-Jerry Moran	1192	89	716661	62 
Sheridan	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	United States House of Representatives 001	i-Alan LaPolice	184	14	66218	26 
Sheridan	United States House of Representatives 001	L-Kerry Burt	45	4	18415	7 
Sheridan	United States House of Representatives 001	R-Roger Marshall	1065	82	166051	66 
Sheridan	Kansas Senate 040	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Kansas Senate 040	D-Alex Herman	180	16	8125	26 
Sheridan	Kansas Senate 040	R-Richard (Rick) Billinger	972	84	23633	74 
Sheridan	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Supreme Court Justice- 01	Carol A. Beier -  YES	516	42	603487	56 
Sheridan	Supreme Court Justice- 01	Carol A. Beier - NO	717	58	471746	44 
Sheridan	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Supreme Court Justice- 02	Dan Biles -  YES	492	40	593419	56 
Sheridan	Supreme Court Justice- 02	Dan Biles - NO	735	60	475709	45 
Sheridan	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Supreme Court Justice- 03	Lawton R. Nuss -  YES	484	40	589756	55 
Sheridan	Supreme Court Justice- 03	Lawton R. Nuss - NO	728	60	477811	45 
Sheridan	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Supreme Court Justice- 05	Marla Luckert -  YES	502	41	596888	56 
Sheridan	Supreme Court Justice- 05	Marla Luckert - NO	717	59	469735	44 
Sheridan	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Supreme Court Justice- 07	Caleb Stegall -  YES	862	71	755545	71 
Sheridan	Supreme Court Justice- 07	Caleb Stegall - NO	353	29	310988	29 
Sheridan	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Court of Appeals Judge- 02	Steve Leben -  YES	524	46	617131	60 
Sheridan	Court of Appeals Judge- 02	Steve Leben - NO	612	54	416193	40 
Sheridan	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	503	43	611319	59 
Sheridan	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	662	57	418095	41 
Sheridan	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Court of Appeals Judge- 06	David E. Bruns -  YES	789	67	741207	72 
Sheridan	Court of Appeals Judge- 06	David E. Bruns - NO	382	33	289276	28 
Sheridan	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	507	48	609239	59 
Sheridan	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	549	52	418119	41 
Sheridan	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	513	44	619984	60 
Sheridan	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	643	56	407733	40 
Sheridan	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	794	68	747292	73 
Sheridan	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	369	32	281959	27 
Sheridan	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Sheridan	Constitutional Amendment	Constitutional Amendment -  YES	1187	92	914850	81 
Sheridan	Constitutional Amendment	Constitutional Amendment - NO	98	8	210123	19 
Sherman	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Sherman	President / Vice President	i-Jill Stein	45	2	22698	2 
Sherman	President / Vice President	D-Hillary Rodham Clinton	340	13	414788	36 
Sherman	President / Vice President	L-Gary Johnson	109	4	53648	5 
Sherman	President / Vice President	R-Donald J. Trump	2043	81	656009	57 
Sherman	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Sherman	United States Senate	D-Patrick Wiesner	283	11	368672	32 
Sherman	United States Senate	L-Robert D. Garrard	117	5	63428	6 
Sherman	United States Senate	R-Jerry Moran	2122	84	716661	62 
Sherman	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Sherman	United States House of Representatives 001	i-Alan LaPolice	312	13	66218	26 
Sherman	United States House of Representatives 001	L-Kerry Burt	151	6	18415	7 
Sherman	United States House of Representatives 001	R-Roger Marshall	1971	81	166051	66 
Sherman	Kansas Senate 040	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Kansas Senate 040	D-Alex Herman	316	12	8125	26 
Sherman	Kansas Senate 040	R-Richard (Rick) Billinger	2228	88	23633	74 
Sherman	Kansas House of Representatives 120	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Kansas House of Representatives 120	D-Bonita L. Peterson	294	12	1523	15 
Sherman	Kansas House of Representatives 120	R-Adam Smith	2173	88	8717	85 
Sherman	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Supreme Court Justice- 01	Carol A. Beier -  YES	1049	45	603487	56 
Sherman	Supreme Court Justice- 01	Carol A. Beier - NO	1295	55	471746	44 
Sherman	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Supreme Court Justice- 02	Dan Biles -  YES	1021	44	593419	56 
Sherman	Supreme Court Justice- 02	Dan Biles - NO	1298	56	475709	45 
Sherman	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Supreme Court Justice- 03	Lawton R. Nuss -  YES	1009	44	589756	55 
Sherman	Supreme Court Justice- 03	Lawton R. Nuss - NO	1306	56	477811	45 
Sherman	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Supreme Court Justice- 05	Marla Luckert -  YES	1063	46	596888	56 
Sherman	Supreme Court Justice- 05	Marla Luckert - NO	1261	54	469735	44 
Sherman	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Supreme Court Justice- 07	Caleb Stegall -  YES	1585	68	755545	71 
Sherman	Supreme Court Justice- 07	Caleb Stegall - NO	737	32	310988	29 
Sherman	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Court of Appeals Judge- 02	Steve Leben -  YES	1044	46	617131	60 
Sherman	Court of Appeals Judge- 02	Steve Leben - NO	1206	54	416193	40 
Sherman	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	1043	47	611319	59 
Sherman	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	1193	53	418095	41 
Sherman	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Court of Appeals Judge- 06	David E. Bruns -  YES	1516	67	741207	72 
Sherman	Court of Appeals Judge- 06	David E. Bruns - NO	733	33	289276	28 
Sherman	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	1026	46	609239	59 
Sherman	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	1204	54	418119	41 
Sherman	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	1045	47	619984	60 
Sherman	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	1181	53	407733	40 
Sherman	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1531	68	747292	73 
Sherman	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	706	32	281959	27 
Sherman	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Sherman	Constitutional Amendment	Constitutional Amendment -  YES	2214	91	914850	81 
Sherman	Constitutional Amendment	Constitutional Amendment - NO	224	9	210123	19 
Smith	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Smith	President / Vice President	i-Jill Stein	29	1	22698	2 
Smith	President / Vice President	D-Hillary Rodham Clinton	295	15	414788	36 
Smith	President / Vice President	L-Gary Johnson	55	3	53648	5 
Smith	President / Vice President	R-Donald J. Trump	1635	81	656009	57 
Smith	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Smith	United States Senate	D-Patrick Wiesner	213	11	368672	32 
Smith	United States Senate	L-Robert D. Garrard	85	4	63428	6 
Smith	United States Senate	R-Jerry Moran	1722	85	716661	62 
Smith	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Smith	United States House of Representatives 001	i-Alan LaPolice	389	20	66218	26 
Smith	United States House of Representatives 001	L-Kerry Burt	68	4	18415	7 
Smith	United States House of Representatives 001	R-Roger Marshall	1497	77	166051	66 
Smith	Kansas Senate 036	Candidate	CountyVotes	County	StateVotes	State 
Smith	Kansas Senate 036	D-Brian G. Angevine	285	15	4616	15 
Smith	Kansas Senate 036	R-Elaine S. Bowers	1662	85	26360	85 
Smith	Member, State Board of Education 006	Candidate	CountyVotes	County	StateVotes	State 
Smith	Member, State Board of Education 006	i-Aaron Estabrook	357	19	39419	37 
Smith	Member, State Board of Education 006	R-Deena L. Horst	1498	81	67619	63 
Smith	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Smith	Supreme Court Justice- 01	Carol A. Beier -  YES	898	49	603487	56 
Smith	Supreme Court Justice- 01	Carol A. Beier - NO	933	51	471746	44 
Smith	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Smith	Supreme Court Justice- 02	Dan Biles -  YES	895	49	593419	56 
Smith	Supreme Court Justice- 02	Dan Biles - NO	920	51	475709	45 
Smith	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Smith	Supreme Court Justice- 03	Lawton R. Nuss -  YES	878	48	589756	55 
Smith	Supreme Court Justice- 03	Lawton R. Nuss - NO	937	52	477811	45 
Smith	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Smith	Supreme Court Justice- 05	Marla Luckert -  YES	869	48	596888	56 
Smith	Supreme Court Justice- 05	Marla Luckert - NO	940	52	469735	44 
Smith	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Smith	Supreme Court Justice- 07	Caleb Stegall -  YES	1357	75	755545	71 
Smith	Supreme Court Justice- 07	Caleb Stegall - NO	461	25	310988	29 
Smith	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Smith	Court of Appeals Judge- 02	Steve Leben -  YES	952	55	617131	60 
Smith	Court of Appeals Judge- 02	Steve Leben - NO	782	45	416193	40 
Smith	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Smith	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	925	53	611319	59 
Smith	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	807	47	418095	41 
Smith	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Smith	Court of Appeals Judge- 06	David E. Bruns -  YES	1275	73	741207	72 
Smith	Court of Appeals Judge- 06	David E. Bruns - NO	466	27	289276	28 
Smith	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Smith	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	923	54	609239	59 
Smith	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	799	46	418119	41 
Smith	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Smith	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	936	55	619984	60 
Smith	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	780	46	407733	40 
Smith	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Smith	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1297	75	747292	73 
Smith	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	443	26	281959	27 
Smith	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Smith	Constitutional Amendment	Constitutional Amendment -  YES	1742	89	914850	81 
Smith	Constitutional Amendment	Constitutional Amendment - NO	214	11	210123	19 
Stafford	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Stafford	President / Vice President	i-Jill Stein	34	2	22698	2 
Stafford	President / Vice President	D-Hillary Rodham Clinton	303	16	414788	36 
Stafford	President / Vice President	L-Gary Johnson	62	3	53648	5 
Stafford	President / Vice President	R-Donald J. Trump	1485	79	656009	57 
Stafford	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Stafford	United States Senate	D-Patrick Wiesner	230	12	368672	32 
Stafford	United States Senate	L-Robert D. Garrard	80	4	63428	6 
Stafford	United States Senate	R-Jerry Moran	1557	83	716661	62 
Stafford	United States House of Representatives 004	Candidate	CountyVotes	County	StateVotes	State 
Stafford	United States House of Representatives 004	i-Miranda Allen	148	8	18358	7 
Stafford	United States House of Representatives 004	D-Daniel B. Giroux	200	11	78822	29 
Stafford	United States House of Representatives 004	L-Gorden J. Bakken	27	2	7420	3 
Stafford	United States House of Representatives 004	R-Michael Pompeo	1483	80	163406	61 
Stafford	Kansas Senate 033	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Kansas Senate 033	D-Matt Bristow	263	14	6358	23 
Stafford	Kansas Senate 033	R-Mary Jo Taylor	1590	86	20759	77 
Stafford	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Supreme Court Justice- 01	Carol A. Beier -  YES	904	50	603487	56 
Stafford	Supreme Court Justice- 01	Carol A. Beier - NO	890	50	471746	44 
Stafford	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Supreme Court Justice- 02	Dan Biles -  YES	895	50	593419	56 
Stafford	Supreme Court Justice- 02	Dan Biles - NO	897	50	475709	45 
Stafford	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Supreme Court Justice- 03	Lawton R. Nuss -  YES	884	50	589756	55 
Stafford	Supreme Court Justice- 03	Lawton R. Nuss - NO	903	51	477811	45 
Stafford	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Supreme Court Justice- 05	Marla Luckert -  YES	880	49	596888	56 
Stafford	Supreme Court Justice- 05	Marla Luckert - NO	906	51	469735	44 
Stafford	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Supreme Court Justice- 07	Caleb Stegall -  YES	1294	73	755545	71 
Stafford	Supreme Court Justice- 07	Caleb Stegall - NO	489	27	310988	29 
Stafford	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Court of Appeals Judge- 02	Steve Leben -  YES	929	55	617131	60 
Stafford	Court of Appeals Judge- 02	Steve Leben - NO	776	46	416193	40 
Stafford	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	907	53	611319	59 
Stafford	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	793	47	418095	41 
Stafford	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Court of Appeals Judge- 06	David E. Bruns -  YES	1217	71	741207	72 
Stafford	Court of Appeals Judge- 06	David E. Bruns - NO	493	29	289276	28 
Stafford	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	904	53	609239	59 
Stafford	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	793	47	418119	41 
Stafford	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	928	55	619984	60 
Stafford	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	776	46	407733	40 
Stafford	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1248	73	747292	73 
Stafford	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	462	27	281959	27 
Stafford	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Stafford	Constitutional Amendment	Constitutional Amendment -  YES	1661	91	914850	81 
Stafford	Constitutional Amendment	Constitutional Amendment - NO	167	9	210123	19 
Stanton	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Stanton	President / Vice President	i-Jill Stein	8	1	22698	2 
Stanton	President / Vice President	D-Hillary Rodham Clinton	132	18	414788	36 
Stanton	President / Vice President	L-Gary Johnson	22	3	53648	5 
Stanton	President / Vice President	R-Donald J. Trump	580	78	656009	57 
Stanton	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Stanton	United States Senate	D-Patrick Wiesner	89	12	368672	32 
Stanton	United States Senate	L-Robert D. Garrard	39	5	63428	6 
Stanton	United States Senate	R-Jerry Moran	598	82	716661	62 
Stanton	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Stanton	United States House of Representatives 001	i-Alan LaPolice	74	10	66218	26 
Stanton	United States House of Representatives 001	L-Kerry Burt	50	7	18415	7 
Stanton	United States House of Representatives 001	R-Roger Marshall	589	83	166051	66 
Stanton	Kansas Senate 039	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Kansas Senate 039	D-A. Zacheriah Worf	84	12	3322	17 
Stanton	Kansas Senate 039	R-John Doll	608	88	16792	84 
Stanton	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Supreme Court Justice- 01	Carol A. Beier -  YES	335	50	603487	56 
Stanton	Supreme Court Justice- 01	Carol A. Beier - NO	332	50	471746	44 
Stanton	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Supreme Court Justice- 02	Dan Biles -  YES	329	50	593419	56 
Stanton	Supreme Court Justice- 02	Dan Biles - NO	334	50	475709	45 
Stanton	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Supreme Court Justice- 03	Lawton R. Nuss -  YES	326	49	589756	55 
Stanton	Supreme Court Justice- 03	Lawton R. Nuss - NO	336	51	477811	45 
Stanton	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Supreme Court Justice- 05	Marla Luckert -  YES	328	50	596888	56 
Stanton	Supreme Court Justice- 05	Marla Luckert - NO	332	50	469735	44 
Stanton	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Supreme Court Justice- 07	Caleb Stegall -  YES	458	69	755545	71 
Stanton	Supreme Court Justice- 07	Caleb Stegall - NO	207	31	310988	29 
Stanton	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Court of Appeals Judge- 02	Steve Leben -  YES	345	55	617131	60 
Stanton	Court of Appeals Judge- 02	Steve Leben - NO	278	45	416193	40 
Stanton	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	332	53	611319	59 
Stanton	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	291	47	418095	41 
Stanton	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Court of Appeals Judge- 06	David E. Bruns -  YES	426	68	741207	72 
Stanton	Court of Appeals Judge- 06	David E. Bruns - NO	198	32	289276	28 
Stanton	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	333	54	609239	59 
Stanton	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	286	46	418119	41 
Stanton	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	332	54	619984	60 
Stanton	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	288	47	407733	40 
Stanton	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	428	69	747292	73 
Stanton	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	196	31	281959	27 
Stanton	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Stanton	Constitutional Amendment	Constitutional Amendment -  YES	608	88	914850	81 
Stanton	Constitutional Amendment	Constitutional Amendment - NO	84	12	210123	19 
Stevens	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Stevens	President / Vice President	i-Jill Stein	25	1	22698	2 
Stevens	President / Vice President	D-Hillary Rodham Clinton	215	12	414788	36 
Stevens	President / Vice President	L-Gary Johnson	49	3	53648	5 
Stevens	President / Vice President	R-Donald J. Trump	1564	84	656009	57 
Stevens	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Stevens	United States Senate	D-Patrick Wiesner	209	11	368672	32 
Stevens	United States Senate	L-Robert D. Garrard	116	6	63428	6 
Stevens	United States Senate	R-Jerry Moran	1524	82	716661	62 
Stevens	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Stevens	United States House of Representatives 001	i-Alan LaPolice	208	12	66218	26 
Stevens	United States House of Representatives 001	L-Kerry Burt	133	8	18415	7 
